# zrecast — the names that are answered, and how.
#
# SYMBOL<TAB>VERDICT<TAB>EVIDENCE, one line per public Recast/Detour name that
# is not a gap. This is the only hand-maintained half of the coverage record:
# tools/record.sh joins it with the upstream harvest and tools/tranches.awk to
# write tools/unbound_*.txt, and ci/check-coverage.sh then checks every line of
# it against the tree.
#
# Binding a name is one line appended here. The verdicts:
#
#   BOUND      a zrecast entry point a host can call to get the capability
#   EXTENSION  zrecast offers it in a shape upstream does not have
#   LANGUAGE   Zig spells it directly; the evidence names the facility
#   ZIG        src/FILE.zig:decl implements it
#   INTERNAL   upstream marks it internal; tools/classify.sh must agree
#
# Evidence is prose that has to survive a check: BOUND and EXTENSION name a
# symbol ffi/*.h declares, LANGUAGE names a facility from a closed list, ZIG
# names a declaration that exists, and INTERNAL must match what classify.sh
# computes. Sorted by symbol.
field:rcConfig::detailSampleDist	BOUND	ZrcBakeConfig.detail_sample_dist
field:rcConfig::detailSampleMaxError	BOUND	ZrcBakeConfig.detail_sample_max_error
field:rcConfig::height	BOUND	the height zrcHeightfieldCreate takes directly, and zrcCalcGridSize's out_height produces from bounds and cell size
field:rcConfig::maxEdgeLen	BOUND	ZrcBakeConfig.edge_max_len - world units, converted to voxels by the bake
field:rcConfig::maxSimplificationError	BOUND	ZrcBakeConfig.edge_max_error
field:rcConfig::maxVertsPerPoly	BOUND	ZrcBakeConfig.verts_per_poly
field:rcConfig::mergeRegionArea	BOUND	ZrcBakeConfig.region_merge_size - squared into a voxel area by the bake
field:rcConfig::minRegionArea	BOUND	ZrcBakeConfig.region_min_size - squared into a voxel area by the bake
field:rcConfig::tileSize	BOUND	ZrcBakeConfig.tile_size - voxels, the unit that makes the grid divide exactly
field:rcConfig::walkableClimb	BOUND	ZrcBakeConfig.agent_max_climb - world units, converted to voxels by the bake
field:rcConfig::walkableHeight	BOUND	ZrcBakeConfig.agent_height - world units, converted to voxels by the bake
field:rcConfig::walkableRadius	BOUND	ZrcBakeConfig.agent_radius - world units, converted to voxels by the bake
field:rcConfig::walkableSlopeAngle	BOUND	ZrcBakeConfig.agent_max_slope
field:rcConfig::width	BOUND	the width zrcHeightfieldCreate takes directly, and zrcCalcGridSize's out_width produces from bounds and cell size
field:rcContour::area	BOUND	ZrcContourInfo.area
field:rcContour::nrverts	BOUND	ZrcContourInfo.raw_vert_count
field:rcContour::nverts	BOUND	ZrcContourInfo.vert_count
field:rcContour::reg	BOUND	ZrcContourInfo.region
field:rcContour::rverts	BOUND	zrcContourRawVerts copies it, four ints per vertex
field:rcContour::verts	BOUND	zrcContourVerts copies it, four ints per vertex
field:rcContourSet::bmax	BOUND	ZrcContourSetInfo.bmax
field:rcContourSet::bmin	BOUND	ZrcContourSetInfo.bmin
field:rcContourSet::borderSize	BOUND	ZrcContourSetInfo.border_size
field:rcContourSet::ch	BOUND	ZrcContourSetInfo.cell_height
field:rcContourSet::conts	BOUND	zrcContourAt indexes it directly by contour index, and zrcContourVerts/zrcContourRawVerts read the same element's vertex arrays
field:rcContourSet::cs	BOUND	ZrcContourSetInfo.cell_size
field:rcContourSet::height	BOUND	ZrcContourSetInfo.height
field:rcContourSet::maxError	BOUND	ZrcContourSetInfo.max_error
field:rcContourSet::nconts	BOUND	ZrcContourSetInfo.contour_count
field:rcContourSet::width	BOUND	ZrcContourSetInfo.width
field:rcHeightfield::bmax	BOUND	ZrcHeightfieldInfo.bmax
field:rcHeightfield::bmin	BOUND	ZrcHeightfieldInfo.bmin
field:rcHeightfield::ch	BOUND	ZrcHeightfieldInfo.cell_height
field:rcHeightfield::cs	BOUND	ZrcHeightfieldInfo.cell_size
field:rcHeightfield::freelist	BOUND	ZrcHeightfieldStorage.free_count is this list's length, counted by walking it; which spans are on it is not reported, only how many
field:rcHeightfield::height	BOUND	ZrcHeightfieldInfo.height
field:rcHeightfield::pools	BOUND	ZrcHeightfieldStorage.pool_count is this list's length, counted by walking it; the pools themselves are not reported, only how many
field:rcHeightfield::spans	BOUND	zrcHeightfieldColumn indexes it directly per column, and zrcHeightfieldSpanCount walks the whole array
field:rcHeightfield::width	BOUND	ZrcHeightfieldInfo.width
field:rcHeightfieldLayer::areas	BOUND	zrcHeightfieldLayerAreas copies it, one byte per cell
field:rcHeightfieldLayer::bmax	BOUND	ZrcHeightfieldLayer.bmax
field:rcHeightfieldLayer::bmin	BOUND	ZrcHeightfieldLayer.bmin
field:rcHeightfieldLayer::ch	BOUND	ZrcHeightfieldLayer.cell_height
field:rcHeightfieldLayer::cons	BOUND	zrcHeightfieldLayerCons copies it; src/tilecache.zig:layerCon and layerPortal split the two nibbles it packs
field:rcHeightfieldLayer::cs	BOUND	ZrcHeightfieldLayer.cell_size
field:rcHeightfieldLayer::height	BOUND	ZrcHeightfieldLayer.height
field:rcHeightfieldLayer::heights	BOUND	zrcHeightfieldLayerHeights copies it, one byte per cell
field:rcHeightfieldLayer::hmax	BOUND	ZrcHeightfieldLayer.height_max
field:rcHeightfieldLayer::hmin	BOUND	ZrcHeightfieldLayer.height_min
field:rcHeightfieldLayer::maxx	BOUND	ZrcHeightfieldLayer.max_x
field:rcHeightfieldLayer::maxy	BOUND	ZrcHeightfieldLayer.max_z, upstream's maxy, which is the z axis
field:rcHeightfieldLayer::minx	BOUND	ZrcHeightfieldLayer.min_x
field:rcHeightfieldLayer::miny	BOUND	ZrcHeightfieldLayer.min_z - upstream spells the z axis with a y here, the same wart rcGetDirOffsetY carries
field:rcHeightfieldLayer::width	BOUND	ZrcHeightfieldLayer.width, which with height is the length of all three arrays
field:rcHeightfieldLayerSet::layers	BOUND	zrcHeightfieldLayerAt indexes it, bounded by the count zrcHeightfieldLayerSetCount reports
field:rcHeightfieldLayerSet::nlayers	BOUND	zrcHeightfieldLayerSetCount
field:rcPolyMesh::areas	BOUND	zrcPolyMeshPolyAreas reads it and zrcPolyMeshSetPolyAreas writes it back, one area id per polygon
field:rcPolyMesh::bmax	BOUND	ZrcPolyMeshInfo.bmax
field:rcPolyMesh::bmin	BOUND	ZrcPolyMeshInfo.bmin
field:rcPolyMesh::borderSize	BOUND	ZrcPolyMeshInfo.border_size
field:rcPolyMesh::ch	BOUND	ZrcPolyMeshInfo.cell_height
field:rcPolyMesh::cs	BOUND	ZrcPolyMeshInfo.cell_size
field:rcPolyMesh::flags	BOUND	zrcPolyMeshPolyFlags reads it and zrcPolyMeshSetPolyFlags writes it back, one flag word per polygon
field:rcPolyMesh::maxEdgeError	BOUND	ZrcPolyMeshInfo.max_edge_error
field:rcPolyMesh::maxpolys	BOUND	ZrcPolyMeshInfo.max_polys, which is what indexes the polys/regs/areas/flags arrays rather than npolys
field:rcPolyMesh::npolys	BOUND	ZrcPolyMeshInfo.poly_count
field:rcPolyMesh::nverts	BOUND	ZrcPolyMeshInfo.vert_count
field:rcPolyMesh::nvp	BOUND	ZrcPolyMeshInfo.verts_per_poly, which is also the stride zrcPolyMeshPolys writes: 2 * verts_per_poly entries per polygon
field:rcPolyMesh::polys	BOUND	zrcPolyMeshPolys copies it, 2 * verts_per_poly entries per polygon
field:rcPolyMesh::regs	BOUND	zrcPolyMeshRegions copies it, one region id per polygon
field:rcPolyMesh::verts	BOUND	zrcPolyMeshVerts copies it, three uint16_t per vertex
field:rcPolyMeshDetail::meshes	BOUND	zrcPolyMeshDetailMeshes copies it, four uint32_t per sub-mesh
field:rcPolyMeshDetail::nmeshes	BOUND	ZrcPolyMeshInfo.detail_mesh_count
field:rcPolyMeshDetail::ntris	BOUND	ZrcPolyMeshInfo.detail_tri_count
field:rcPolyMeshDetail::nverts	BOUND	ZrcPolyMeshInfo.detail_vert_count
field:rcPolyMeshDetail::tris	BOUND	zrcPolyMeshDetailTris copies it, four bytes per detail triangle
field:rcPolyMeshDetail::verts	BOUND	zrcPolyMeshDetailVerts copies it, three floats per detail vertex
field:rcSpan::area	BOUND	ZrcSpan.area, copied by zrcHeightfieldColumn
field:rcSpan::next	BOUND	the ordering zrcHeightfieldColumn writes spans in: lowest first, following this chain
field:rcSpan::smax	BOUND	ZrcSpan.smax, copied by zrcHeightfieldColumn
field:rcSpan::smin	BOUND	ZrcSpan.smin, copied by zrcHeightfieldColumn
field:rcSpanPool::items	BOUND	ZrcHeightfieldStorage.spans_per_pool is this array's length, and every span in it is either live, reported in its column's order by zrcHeightfieldColumn, or free, counted by ZrcHeightfieldStorage.free_count; nothing indexes a pool directly because a slot carries no way to tell the two apart
field:rcSpanPool::next	BOUND	the chain zrcHeightfieldStorage walks to produce ZrcHeightfieldStorage.pool_count
func:-::dtAbs/1	ZIG	src/vec.zig:scalar.abs - written as upstream's comparison rather than the builtin, which differs at negative zero: upstream returns it unchanged
func:-::dtAlign4/1	ZIG	src/vec.zig:scalar.align4, with the wrapping add upstream's signed overflow would otherwise be
func:-::dtAlloc/2	BOUND	zrcAlloc, which allocates on the same seam zrcSetAllocator installs and pairs with zrcFree
func:-::dtAllocCrowd/0	BOUND	zrcCrowdCreate calls it to obtain the object
func:-::dtAllocNavMesh/0	BOUND	zrcNavMeshCreate and zrcNavMeshDeserialize both call it to construct the handle a host keeps
func:-::dtAllocNavMeshQuery/0	BOUND	zrcNavMeshQueryCreate calls dtAllocNavMeshQuery to obtain the dtNavMeshQuery instance
func:-::dtAllocObstacleAvoidanceDebugData/0	BOUND	zrcAvoidanceDebugCreate calls it to obtain the object
func:-::dtAllocObstacleAvoidanceQuery/0	BOUND	zrcAvoidanceQueryCreate calls it to obtain the object
func:-::dtAllocProximityGrid/0	BOUND	zrcProximityGridCreate calls it to obtain the object
func:-::dtAllocSetCustom/2	BOUND	zrcSetAllocator installs it
func:-::dtAllocTileCache/0	BOUND	zrcTileCacheCreate calls it to obtain the dtTileCache instance
func:-::dtAllocTileCacheContourSet/1	BOUND	zrcTileCacheContourSetCreate calls it to obtain the container
func:-::dtAllocTileCachePolyMesh/1	BOUND	zrcTileCachePolyMeshCreate calls it to obtain the container
func:-::dtAssertFailGetCustom/0	BOUND	zrcAssertHandler
func:-::dtAssertFailSetCustom/1	BOUND	zrcSetAssertHandler installs it, and zrcAssertsEnabled says whether this build kept the assertions that would call it
func:-::dtBuildTileCacheContours/5	BOUND	zrcTileCacheContourSetCreate
func:-::dtBuildTileCacheLayer/7	BOUND	zrcTileCacheLayerBuild, which also checks that the three grids are each width times height bytes, a length the C side is handed only as bare pointers
func:-::dtBuildTileCachePolyMesh/3	BOUND	zrcTileCachePolyMeshCreate
func:-::dtBuildTileCacheRegions/3	BOUND	zrcTileCacheLayerBuildRegions
func:-::dtCalcPolyCenter/4	BOUND	zrcPolyCenter - upstream takes no vertex count and divides by the index count without testing it, so both are real parameters here
func:-::dtClamp/3	ZIG	src/vec.zig:scalar.clamp - written as upstream's nested comparisons, which pass a NaN through where a min-of-max spelling would replace it with a bound
func:-::dtClosestHeightPointTriangle/5	BOUND	zrcClosestHeightPointTriangle
func:-::dtClosestPtPointTriangle/5	BOUND	zrcClosestPointOnTriangle
func:-::dtCreateNavMeshData/3	BOUND	zrcNavMeshCreate runs it and the host gets and keeps the result
func:-::dtDecompressTileCacheLayer/5	BOUND	zrcTileCacheLayerDecompress, which bounds the buffer first: upstream repeats addTile's subtraction and hands a negative length to the host codec for a short one
func:-::dtDistancePtPolyEdgesSqr/5	BOUND	zrcDistancePointToPolyEdges - upstream takes three arrays and one count that nothing checks they agree with, so the vertex count is checked against all three here
func:-::dtDistancePtSegSqr2D/4	BOUND	zrcDistancePointToSegment2D, which returns the squared distance through an out parameter and the position along the segment through another
func:-::dtFree/1	BOUND	zrcFree calls it directly
func:-::dtFreeCrowd/1	BOUND	zrcCrowdDestroy calls it
func:-::dtFreeNavMesh/1	BOUND	zrcNavMeshDestroy calls it directly
func:-::dtFreeNavMeshQuery/1	BOUND	zrcNavMeshQueryDestroy calls dtFreeNavMeshQuery to release the dtNavMeshQuery instance
func:-::dtFreeObstacleAvoidanceDebugData/1	BOUND	zrcAvoidanceDebugDestroy calls it
func:-::dtFreeObstacleAvoidanceQuery/1	BOUND	zrcAvoidanceQueryDestroy calls it
func:-::dtFreeProximityGrid/1	BOUND	zrcProximityGridDestroy calls it
func:-::dtFreeTileCache/1	BOUND	zrcTileCacheDestroy calls it directly
func:-::dtFreeTileCacheContourSet/2	BOUND	zrcTileCacheContourSetDestroy calls it
func:-::dtFreeTileCacheLayer/2	BOUND	zrcTileCacheLayerDestroy calls it, guarding the null upstream's own two siblings guard and this one does not
func:-::dtFreeTileCachePolyMesh/2	BOUND	zrcTileCachePolyMeshDestroy calls it
func:-::dtGetDetailTriEdgeFlags/2	ZIG	src/navmesh.zig:detailTriEdgeFlags
func:-::dtGetThenAdvanceBufferPointer/2(const unsigned char*&,const size_t)	BOUND	zrcTileLayout reports the offsets this primitive derives, which is what a host walking a tile image itself needs
func:-::dtGetThenAdvanceBufferPointer/2(unsigned char*&,const size_t)	BOUND	zrcTileLayout reports the offsets this primitive derives, which is what a host walking a tile image itself needs
func:-::dtIgnoreUnused/1	LANGUAGE	the discard, `_ = value;` - upstream's body is empty
func:-::dtIlog2/1	ZIG	src/vec.zig:scalar.ilog2 - upstream answers 0 for 0, which the obvious count-leading-zeros spelling gets wrong by returning -1
func:-::dtIntersectSegSeg2D/6	BOUND	zrcIntersectSegSeg2D
func:-::dtIntersectSegmentPoly2D/8	BOUND	zrcIntersectSegmentPoly2D
func:-::dtMarkBoxArea/7	BOUND	zrcTileCacheLayerMarkBox, the axis-aligned overload taking two corners
func:-::dtMarkBoxArea/8	BOUND	zrcTileCacheLayerMarkOrientedBox, the overload taking a rotation; it takes an angle and computes the two-term form upstream wants, so a host never spells that form itself
func:-::dtMarkCylinderArea/8	BOUND	zrcTileCacheLayerMarkCylinder, the same carve zrcTileCacheUpdate performs for a cylinder obstacle
func:-::dtMathAtan2f/2	LANGUAGE	std.math.atan2
func:-::dtMathCeilf/1	LANGUAGE	@ceil, which is ceilf
func:-::dtMathCosf/1	LANGUAGE	@cos, which lowers to the platform's own cosf, the same function upstream calls
func:-::dtMathFabsf/1	LANGUAGE	@abs, which is fabsf
func:-::dtMathFloorf/1	LANGUAGE	@floor, which is floorf
func:-::dtMathIsfinite/1	LANGUAGE	std.math.isFinite
func:-::dtMathSinf/1	LANGUAGE	@sin, which lowers to the platform's own sinf, the same function upstream calls
func:-::dtMathSqrtf/1	LANGUAGE	@sqrt - a plain sqrtf, which IEEE-754 requires to be correctly rounded, so the two agree bit for bit
func:-::dtMax/2	ZIG	src/vec.zig:scalar.max - written as upstream's comparison rather than the builtin, because a NaN operand makes that comparison false and the result is asymmetric in a way the builtin does not promise
func:-::dtMergeCorridorEndMoved/5	BOUND	zrcMergeCorridorEndMoved
func:-::dtMergeCorridorStartMoved/5	BOUND	zrcMergeCorridorStartMoved
func:-::dtMergeCorridorStartShortcut/5	BOUND	zrcMergeCorridorStartShortcut
func:-::dtMin/2	ZIG	src/vec.zig:scalar.min - written as upstream's comparison rather than the builtin, because a NaN operand makes that comparison false and the result is asymmetric in a way the builtin does not promise
func:-::dtNavMeshDataSwapEndian/2	BOUND	zrcNavMeshImageSwapEndian runs it as the body half of the conversion, after the header on the way in and before it on the way out
func:-::dtNavMeshHeaderSwapEndian/2	BOUND	zrcNavMeshImageSwapEndian runs it as the header half of the conversion, first on the way in and last on the way out
func:-::dtNextPow2/1	ZIG	src/vec.zig:scalar.nextPow2 - upstream answers 0 for 0, reached by an unsigned decrement wrapping to 0xFFFFFFFF and an increment wrapping back, so the port uses the wrapping operators rather than the obvious spelling
func:-::dtOppositeTile/1	BOUND	zrcOppositeTileSide
func:-::dtOverlapBounds/4	BOUND	zrcOverlapBounds
func:-::dtOverlapPolyPoly2D/4	BOUND	zrcOverlapPolyPoly2D - its projectPoly helper reads the first vertex before any loop, so an empty polygon is an out-of-bounds read and both counts are checked at the door
func:-::dtOverlapQuantBounds/4	BOUND	zrcOverlapQuantBounds, the test a BV-tree walk runs over the nodes zrcNavMeshTileBvNode reports
func:-::dtPointInPolygon/3	BOUND	zrcPointInPolygon
func:-::dtRandomPointInConvexPoly/6	BOUND	zrcRandomPointInConvexPoly - a single-vertex polygon makes upstream read three floats before the start of the array, so three vertices is the minimum here
func:-::dtSqr/1	ZIG	src/vec.zig:scalar.sqr
func:-::dtStatusDetail/2	BOUND	zrc::ResultFromStatus calls it repeatedly to pick the distinct ZrcResult a host observes
func:-::dtStatusFailed/1	BOUND	ZrcResult: every query entry point calls it to decide between success and one of the ZrcResult error codes
func:-::dtStatusInProgress/1	BOUND	zrcSlicedFindPathUpdate reports it through out_in_progress
func:-::dtStatusSucceed/1	BOUND	zrc::ResultFromStatus calls it to decide ZRC_OK
func:-::dtSwap/2	LANGUAGE	std.mem.swap
func:-::dtSwapByte/2	LANGUAGE	@byteSwap on the integer, rather than swapping two bytes through pointers
func:-::dtSwapEndian/1(float*)	LANGUAGE	@byteSwap, which is generic over the integer widths and takes @bitCast for the float
func:-::dtSwapEndian/1(int*)	LANGUAGE	@byteSwap, which is generic over the integer widths and takes @bitCast for the float
func:-::dtSwapEndian/1(short*)	LANGUAGE	@byteSwap, which is generic over the integer widths and takes @bitCast for the float
func:-::dtSwapEndian/1(unsigned int*)	LANGUAGE	@byteSwap, which is generic over the integer widths and takes @bitCast for the float
func:-::dtSwapEndian/1(unsigned short*)	LANGUAGE	@byteSwap, which is generic over the integer widths and takes @bitCast for the float
func:-::dtTileCacheHeaderSwapEndian/2	BOUND	zrcTileCacheHeaderSwapEndian, which checks the length upstream takes and discards before dereferencing the header
func:-::dtTriArea2D/3	BOUND	zrcTriArea2D
func:-::dtVadd/3	ZIG	src/vec.zig:add - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVcopy/2	ZIG	src/vec.zig:Vec3 is [3]f32 and every operation takes and returns one by value, so a set is the array literal and a copy is assignment
func:-::dtVcross/3	ZIG	src/vec.zig:cross - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdist/2	ZIG	src/vec.zig:dist - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdist2D/2	ZIG	src/vec.zig:dist2D - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdist2DSqr/2	ZIG	src/vec.zig:dist2DSqr - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdistSqr/2	ZIG	src/vec.zig:distSqr - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdot/2	ZIG	src/vec.zig:dot - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVdot2D/2	ZIG	src/vec.zig:dot2D - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVequal/2	ZIG	src/vec.zig:equal - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVisfinite/1	ZIG	src/vec.zig:isFinite - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVisfinite2D/1	ZIG	src/vec.zig:isFinite2D - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVlen/1	ZIG	src/vec.zig:len - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVlenSqr/1	ZIG	src/vec.zig:lenSqr - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVlerp/4	ZIG	src/vec.zig:lerp - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVmad/4	ZIG	src/vec.zig:mad - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVmax/2	ZIG	src/vec.zig:max - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVmin/2	ZIG	src/vec.zig:min - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVnormalize/1	ZIG	src/vec.zig:normalize - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVperp2D/2	ZIG	src/vec.zig:perp2D - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVscale/3	ZIG	src/vec.zig:scale - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::dtVset/4	ZIG	src/vec.zig:Vec3 is [3]f32 and every operation takes and returns one by value, so a set is the array literal and a copy is assignment
func:-::dtVsub/3	ZIG	src/vec.zig:sub - a Vec3 is a value, so the destination is the return value; a test asserts bit-equality against the C over zeros, negative zeros and denormals
func:-::rcAbs/1	ZIG	src/vec.zig:scalar.abs - written as upstream's comparison rather than the builtin, which differs at negative zero: upstream returns it unchanged
func:-::rcAddSpan/8	BOUND	zrcHeightfieldAddSpan calls it directly, after checking x/z against the heightfield's own extent and span_min/span_max/area against the limits it packs into
func:-::rcAlloc/2	BOUND	every zrcHeightfieldCreate/zrcCompactHeightfieldCreate/zrcContourSetCreate/zrcPolyMeshCreate container allocation calls it directly with RC_ALLOC_PERM before constructing the container in place; zrcSetAllocator installs the callback it reaches
func:-::rcAllocCompactHeightfield/0	BOUND	zrcCompactHeightfieldCreate allocates the container the same way this does, fused with the rcBuildCompactHeightfield call that populates it in the same step
func:-::rcAllocContourSet/0	BOUND	zrcContourSetCreate allocates the container the same way this does, fused with the rcBuildContours call that populates it in the same step
func:-::rcAllocHeightfield/0	BOUND	zrcHeightfieldCreate allocates the container the same way this does, fused with the rcCreateHeightfield call that populates it in the same step
func:-::rcAllocHeightfieldLayerSet/0	BOUND	zrcHeightfieldLayerSetCreate allocates the container the same way, through rcAlloc with RC_ALLOC_PERM, fused with the build that fills it
func:-::rcAllocPolyMesh/0	BOUND	zrcPolyMeshCreate allocates an empty container the same way this does; zrcPolyMeshBuild fills it in a later call
func:-::rcAllocPolyMeshDetail/0	BOUND	zrcPolyMeshCreate allocates an empty container the same way this does, alongside the polygon half; zrcPolyMeshBuildDetail fills it in a later call
func:-::rcAllocSetCustom/2	BOUND	zrcSetAllocator
func:-::rcAssertFailGetCustom/0	BOUND	zrcAssertHandler
func:-::rcAssertFailSetCustom/1	BOUND	zrcSetAssertHandler installs it, and zrcAssertsEnabled says whether this build kept the assertions that would call it
func:-::rcBuildCompactHeightfield/5	BOUND	zrcCompactHeightfieldCreate calls it directly
func:-::rcBuildContours/6	BOUND	zrcContourSetCreate calls it directly
func:-::rcBuildDistanceField/2	BOUND	zrcCompactHeightfieldBuildDistanceField calls it directly
func:-::rcBuildHeightfieldLayers/5	BOUND	zrcHeightfieldLayerSetCreate, which also refuses a border wider than half the field: upstream computes the layer dimensions as width minus twice the border and never checks the two against each other
func:-::rcBuildLayerRegions/4	BOUND	zrcCompactHeightfieldBuildRegions calls it directly for ZRC_PARTITION_LAYERS
func:-::rcBuildPolyMesh/4	BOUND	zrcPolyMeshBuild calls it directly
func:-::rcBuildPolyMeshDetail/6	BOUND	zrcPolyMeshBuildDetail calls it directly
func:-::rcBuildRegions/5	BOUND	zrcCompactHeightfieldBuildRegions calls it directly for ZRC_PARTITION_WATERSHED
func:-::rcBuildRegionsMonotone/5	BOUND	zrcCompactHeightfieldBuildRegions calls it directly for ZRC_PARTITION_MONOTONE
func:-::rcCalcBounds/4	BOUND	zrcCalcBounds calls it directly
func:-::rcCalcGridSize/5	BOUND	zrcCalcGridSize calls it directly
func:-::rcClamp/3	ZIG	src/vec.zig:scalar.clamp - written as upstream's nested comparisons, which pass a NaN through where a min-of-max spelling would replace it with a bound
func:-::rcClearUnwalkableTriangles/7	BOUND	zrcClearUnwalkableTriangles clears to ZRC_AREA_NULL by the same slope test, through a bit-exact reimplementation rather than a direct call, so the cosine threshold does not depend on the host's libm
func:-::rcCopyPolyMesh/3	BOUND	zrcPolyMeshCopy calls it directly
func:-::rcCreateHeightfield/8	BOUND	zrcHeightfieldCreate calls it directly
func:-::rcErodeWalkableArea/3	BOUND	zrcCompactHeightfieldErode calls it directly
func:-::rcFilterLedgeSpans/4	BOUND	zrcHeightfieldFilterLedgeSpans calls it directly
func:-::rcFilterLowHangingWalkableObstacles/3	BOUND	zrcHeightfieldFilterLowHangingObstacles calls it directly
func:-::rcFilterWalkableLowHeightSpans/3	BOUND	zrcHeightfieldFilterWalkableLowHeightSpans calls it directly
func:-::rcFree/1	BOUND	every zrcHeightfieldDestroy/zrcCompactHeightfieldDestroy/zrcContourSetDestroy/zrcPolyMeshDestroy reaches it, through the matching upstream free function which calls it right after the destructor; zrcSetAllocator installs the callback it reaches
func:-::rcFreeCompactHeightfield/1	BOUND	zrcCompactHeightfieldDestroy calls it directly
func:-::rcFreeContourSet/1	BOUND	zrcContourSetDestroy calls it directly
func:-::rcFreeHeightField/1	BOUND	zrcHeightfieldDestroy calls it directly
func:-::rcFreeHeightfieldLayerSet/1	BOUND	zrcHeightfieldLayerSetDestroy calls it, through zrc::RcFree's overload for this type
func:-::rcFreePolyMesh/1	BOUND	zrcPolyMeshDestroy calls it directly
func:-::rcFreePolyMeshDetail/1	BOUND	zrcPolyMeshDestroy calls it directly; rcPolyMeshDetail has no destructor of its own, so this is the only thing that releases its three buffers
func:-::rcGetCon/2	ZIG	src/pipeline.zig:getCon - the same shift-and-mask upstream writes, over the ZrcCompactSpan.con field zrcCompactHeightfieldSpans reports
func:-::rcGetDirForOffset/2	ZIG	src/pipeline.zig:dirForOffset - upstream's five-entry table, with the derived index bounded rather than read out of range for a diagonal
func:-::rcGetDirOffsetX/1	ZIG	src/pipeline.zig:dirOffsetX - upstream's four-entry table, indexed with upstream's own two-bit mask so any input answers
func:-::rcGetDirOffsetY/1	ZIG	src/pipeline.zig:dirOffsetY - upstream's four-entry table under upstream's own name, which steps along z despite the Y its own TODO complains about
func:-::rcGetHeightFieldSpanCount/2	BOUND	zrcHeightfieldSpanCount calls it directly
func:-::rcIgnoreUnused/1	LANGUAGE	the discard, `_ = value;` - upstream's body is empty
func:-::rcMarkBoxArea/5	BOUND	ZrcAreaVolume with shape ZRC_VOLUME_BOX, applied by zrcPolyMeshBake between erosion and region building
func:-::rcMarkConvexPolyArea/7	BOUND	ZrcAreaVolume with shape ZRC_VOLUME_CONVEX, applied by zrcPolyMeshBake between erosion and region building
func:-::rcMarkCylinderArea/6	BOUND	ZrcAreaVolume with shape ZRC_VOLUME_CYLINDER, applied by zrcPolyMeshBake between erosion and region building
func:-::rcMarkWalkableTriangles/7	BOUND	zrcMarkWalkableTriangles writes ZRC_AREA_WALKABLE by the same slope test, through a bit-exact reimplementation rather than a direct call, so the cosine threshold does not depend on the host's libm
func:-::rcMax/2	ZIG	src/vec.zig:scalar.max - written as upstream's comparison rather than the builtin, because a NaN operand makes that comparison false and the result is asymmetric in a way the builtin does not promise
func:-::rcMedianFilterWalkableArea/2	BOUND	zrcCompactHeightfieldMedianFilter calls it directly
func:-::rcMergePolyMeshDetails/4	BOUND	zrcPolyMeshMerge calls it directly when every input's detail half is filled
func:-::rcMergePolyMeshes/4	BOUND	zrcPolyMeshMerge calls it directly
func:-::rcMin/2	ZIG	src/vec.zig:scalar.min - written as upstream's comparison rather than the builtin, because a NaN operand makes that comparison false and the result is asymmetric in a way the builtin does not promise
